,loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,repay_fail,credit_age_yrs
14238,15000,36 months,6.54,9 years,MORTGAGE,75000,Not Verified,Dec-10,debt_consolidation,234xx,VA,12.37,0,May-97,3,20,0,41954,0.462,38,1,13.63186813
14239,1000,36 months,13.49,n/a,MORTGAGE,1.00E+05,Not Verified,Sep-11,major_purchase,950xx,CA,4.49,1,Sep-96,2,10,0,12304,0.406,24,1,15.04945055
14240,12000,60 months,15.65,10+ years,RENT,46000,Source Verified,Apr-11,other,446xx,OH,9.39,0,Oct-97,2,8,1,2003,0.835,25,1,13.54395604
14241,4500,36 months,8,4 years,RENT,20004,Not Verified,Jan-09,debt_consolidation,361xx,AL,13.74,0,Jul-80,0,9,0,3223,0.04,28,0,28.60164835
14242,18250,60 months,12.61,4 years,MORTGAGE,47000,Verified,Dec-10,debt_consolidation,243xx,VA,23.03,0,Feb-02,3,5,0,4623,0.502,8,0,8.85989011
14243,9200,36 months,7.74,10+ years,MORTGAGE,61476,Not Verified,Aug-09,debt_consolidation,306xx,GA,1.78,0,Apr-90,0,6,0,4600,0.184,18,0,19.4010989
14244,18000,36 months,13.48,10+ years,MORTGAGE,1.00E+05,Not Verified,Mar-10,credit_card,600xx,IL,6.24,0,May-92,0,13,0,14838,0.412,55,0,17.89285714
14245,7800,36 months,12.21,2 years,RENT,59000,Verified,Jul-09,debt_consolidation,532xx,WI,11.69,0,Nov-03,1,9,0,7133,0.637,9,0,5.684065934
14246,3000,36 months,8.9,1 year,RENT,51000,Not Verified,Oct-11,moving,100xx,NY,5.36,0,Nov-05,0,3,0,603,0.241,5,0,5.934065934
14247,14400,60 months,18.3,7 years,MORTGAGE,60000,Not Verified,Jun-10,home_improvement,070xx,NJ,22.48,0,Nov-02,2,9,0,13057,0.811,14,0,7.607142857
14248,7000,36 months,7.49,< 1 year,MORTGAGE,120000,Verified,Oct-11,credit_card,943xx,CA,20.53,0,May-01,0,14,0,53727,0.204,22,0,10.4532967
14249,7000,36 months,7.29,8 years,RENT,70356,Not Verified,Feb-11,major_purchase,112xx,NY,5.97,0,Dec-96,0,8,0,11350,0.805,23,0,14.21703297
14250,20000,36 months,12.09,10+ years,MORTGAGE,290004,Verified,Nov-08,home_improvement,117xx,NY,10.06,0,Feb-86,4,7,0,211463,0,40,0,22.82692308
14251,5000,36 months,5.79,2 years,RENT,60000,Not Verified,Apr-11,major_purchase,206xx,MD,1.34,0,Dec-03,1,5,0,4818,0.138,7,0,7.357142857
14252,7200,36 months,12.53,2 years,RENT,54600,Source Verified,Jan-09,house,902xx,CA,9.12,0,Feb-00,2,4,0,1050,0.445,7,0,8.947802198
14253,7000,60 months,10.74,10+ years,MORTGAGE,75000,Source Verified,Mar-11,other,117xx,NY,12.72,0,Aug-94,2,10,0,5007,0.095,28,0,16.63736264
14254,10000,36 months,12.87,< 1 year,MORTGAGE,1.00E+05,Not Verified,Dec-09,debt_consolidation,310xx,GA,21.28,0,Jun-94,1,24,0,9470,0.314,58,0,15.55494505
14255,14000,36 months,12.42,6 years,OWN,52000,Not Verified,Dec-11,debt_consolidation,932xx,CA,13.82,0,Jan-90,0,7,0,13205,0.786,24,0,21.98901099
14256,3625,36 months,16.29,10+ years,RENT,19800,Source Verified,Dec-11,other,088xx,NJ,20.85,1,Oct-90,0,5,0,400,0.301,28,0,21.23901099
14257,12000,36 months,10.74,< 1 year,MORTGAGE,51996,Not Verified,Feb-11,debt_consolidation,606xx,IL,16.16,0,Mar-92,1,16,0,13009,0.353,27,0,18.98626374
14258,4000,36 months,11.11,1 year,MORTGAGE,25000,Source Verified,Feb-11,credit_card,652xx,MO,21.36,3,Sep-04,0,8,0,783,0.29,16,0,6.43956044
14259,4000,36 months,9.25,n/a,MORTGAGE,48000,Not Verified,Dec-10,major_purchase,655xx,MO,10.2,0,Sep-00,0,8,0,7831,0.622,21,1,10.28296703
14260,25000,60 months,13.49,10+ years,OWN,49200,Verified,Aug-11,house,573xx,SD,22.07,0,Apr-92,2,12,0,27842,0.488,22,0,19.39835165
14261,11500,60 months,19.41,2 years,MORTGAGE,35000,Verified,Aug-10,major_purchase,631xx,MO,15.53,0,Jul-03,8,18,0,5595,0.287,23,0,7.10989011
14262,15000,60 months,13.98,10+ years,RENT,43920,Not Verified,Jun-10,debt_consolidation,730xx,OK,8.2,0,Feb-96,3,10,0,8840,0.769,29,1,14.37912088
14263,9000,36 months,13.8,10+ years,MORTGAGE,71700,Source Verified,Apr-11,debt_consolidation,326xx,FL,24.5,0,Nov-89,1,15,0,35657,0.948,47,0,21.48626374
14264,9600,60 months,16.45,8 years,MORTGAGE,162000,Not Verified,Jul-10,home_improvement,641xx,MO,12.12,0,Nov-89,1,9,0,40870,0.935,22,1,20.73351648
14265,6000,36 months,11.49,4 years,MORTGAGE,141600,Not Verified,Jun-10,other,210xx,MD,6.31,0,Jul-91,2,13,0,22150,0.568,24,0,18.98351648
14266,24000,60 months,15.7,10+ years,MORTGAGE,78000,Verified,May-10,credit_card,110xx,NY,13.92,0,Jan-91,1,7,0,20235,0.752,22,0,19.3956044
14267,3000,36 months,17.19,< 1 year,RENT,19200,Not Verified,Jan-10,debt_consolidation,701xx,LA,5.13,1,Nov-06,0,2,0,1441,0.32,4,0,3.178571429
14268,21000,60 months,9.99,6 years,MORTGAGE,93000,Verified,Nov-10,home_improvement,482xx,MI,8.1,0,Nov-98,2,12,0,7845,0.35,35,1,12.04120879
14269,6000,36 months,8.9,4 years,OWN,1.00E+05,Source Verified,Nov-11,home_improvement,100xx,NY,8.32,0,Jun-97,0,5,0,9844,0.538,16,0,14.46703297
14270,7500,36 months,9.63,10+ years,RENT,64800,Not Verified,Apr-11,credit_card,928xx,CA,5.06,0,May-00,4,6,0,6673,0.477,16,0,10.9532967
14271,13000,36 months,7.88,3 years,MORTGAGE,37000,Not Verified,Sep-10,debt_consolidation,853xx,AZ,13.39,0,Oct-98,1,13,0,10046,0.363,27,1,11.95879121
14272,6000,36 months,14.11,1 year,RENT,35004,Source Verified,Feb-09,debt_consolidation,974xx,OR,16.76,1,Mar-99,0,8,0,1243,0.226,23,0,9.958791209
14273,5900,36 months,6.17,< 1 year,RENT,119000,Not Verified,Jan-11,debt_consolidation,945xx,CA,6.94,0,Jan-92,0,7,0,14723,0.648,22,0,19.06593407
14274,15000,36 months,6.91,4 years,RENT,61656,Source Verified,Jan-11,debt_consolidation,076xx,NJ,11.54,0,Feb-02,4,5,0,10453,0.617,10,0,8.945054945
14275,2000,36 months,7.51,10+ years,MORTGAGE,56004,Verified,May-10,home_improvement,342xx,FL,3.06,0,Jan-95,2,4,0,0,0,12,0,15.38186813
14276,6075,36 months,11.71,< 1 year,RENT,23850,Source Verified,Nov-11,credit_card,770xx,TX,15.45,0,Jun-99,0,5,1,11429,0.824,12,0,12.46153846
14277,20000,60 months,13.49,1 year,RENT,50000,Verified,Dec-11,wedding,113xx,NY,19.22,0,Oct-00,0,16,0,5896,0.578,39,0,11.2032967
14278,3000,36 months,9.32,1 year,RENT,225000,Not Verified,Jul-09,debt_consolidation,950xx,CA,11.77,0,Dec-92,1,12,0,12176,0.361,30,0,16.63736264
14279,9600,36 months,13.47,9 years,MORTGAGE,120579,Verified,Jun-09,home_improvement,137xx,NY,13.99,0,Jul-93,2,21,0,19358,0.314,55,0,15.97252747
14280,5000,36 months,11.11,3 years,RENT,45000,Not Verified,Feb-11,major_purchase,112xx,NY,6.45,1,Dec-96,1,5,0,2244,0.277,20,0,14.21703297
14281,12300,36 months,12.53,1 year,MORTGAGE,31200,Source Verified,Aug-09,debt_consolidation,799xx,TX,22.12,0,May-03,0,7,0,14537,0.773,13,0,6.274725275
14282,3500,36 months,13.72,< 1 year,MORTGAGE,65000,Not Verified,Dec-10,home_improvement,936xx,CA,15.58,0,Nov-93,2,6,0,8450,0.797,35,1,17.14010989
14283,12600,60 months,19.42,3 years,RENT,55000,Source Verified,Nov-11,credit_card,937xx,CA,17.74,0,Apr-05,1,11,0,7127,0.869,20,0,6.607142857
14284,6000,36 months,9.76,< 1 year,RENT,25200,Not Verified,Feb-08,debt_consolidation,226xx,VA,5.43,0,May-00,1,7,0,5280,0.406,8,0,7.78021978
14285,13000,36 months,14.35,10+ years,RENT,36288,Verified,Jul-10,small_business,303xx,GA,22.42,0,Feb-01,1,11,0,8772,0.562,15,1,9.442307692
14286,14000,36 months,12.99,1 year,MORTGAGE,116004,Source Verified,Jul-11,debt_consolidation,200xx,DC,15.63,0,May-95,3,9,0,25105,0.77,15,0,16.22252747
14287,7000,36 months,6.03,6 years,MORTGAGE,44000,Source Verified,Sep-11,debt_consolidation,554xx,MN,17.45,0,Nov-96,0,16,1,7072,0.387,26,0,14.88186813
14288,9000,36 months,15.58,10+ years,RENT,59321,Verified,Aug-10,debt_consolidation,136xx,NY,15.31,0,Apr-93,1,10,0,31690,0.687,15,0,17.39285714
14289,4350,36 months,11.49,9 years,MORTGAGE,124000,Not Verified,Jun-11,credit_card,707xx,LA,18.21,0,Nov-97,3,15,1,31154,0.626,36,0,13.62637363
14290,6000,60 months,11.86,4 years,MORTGAGE,46000,Not Verified,Aug-10,major_purchase,900xx,CA,3.97,0,Apr-04,0,8,0,4822,0.455,10,0,6.354395604
14291,12500,60 months,14.79,2 years,MORTGAGE,80000,Source Verified,Aug-11,credit_card,604xx,IL,13.42,0,May-98,2,7,1,6863,0.746,14,1,13.2967033
14292,9000,36 months,8.49,7 years,RENT,42000,Not Verified,May-11,debt_consolidation,915xx,CA,23.57,0,Nov-00,0,10,0,8026,0.608,22,0,10.53021978
14293,2000,36 months,10,5 years,RENT,32640,Source Verified,Apr-11,other,021xx,MA,6.62,0,Jan-02,0,6,0,5087,0.454,10,1,9.277472527
14294,5000,36 months,9.32,10+ years,OWN,60000,Not Verified,Jun-09,other,079xx,NJ,13.62,0,Apr-93,0,8,0,21305,0.354,21,0,16.22252747
14295,25000,60 months,20.53,10+ years,OWN,75000,Verified,Aug-10,home_improvement,232xx,VA,8.64,0,May-01,3,11,0,18973,0.598,22,0,9.282967033
14296,4500,60 months,13.35,10+ years,MORTGAGE,64800,Verified,Nov-10,credit_card,559xx,MN,12.91,0,Apr-90,2,6,1,34321,0.915,22,1,20.65659341
14297,11000,36 months,10.99,2 years,MORTGAGE,205000,Not Verified,Jun-11,other,070xx,NJ,10.16,0,Sep-72,0,10,0,146472,0.865,14,0,38.87912088
14298,6000,36 months,15.68,2 years,RENT,85000,Verified,Jan-09,wedding,113xx,NY,7.85,0,Apr-05,6,6,0,3735,0.667,10,0,3.766483516
14299,9000,36 months,8,9 years,RENT,51840,Not Verified,Feb-09,major_purchase,189xx,PA,8.4,0,Jul-98,1,8,0,2475,0.123,18,0,10.62637363
14300,14600,36 months,15.65,3 years,OWN,97000,Not Verified,Nov-09,debt_consolidation,751xx,TX,18.73,0,Sep-97,0,21,0,31485,0.586,37,1,12.20879121
14301,14500,60 months,10.74,5 years,MORTGAGE,45000,Verified,Feb-11,debt_consolidation,315xx,GA,6.08,1,Aug-95,0,9,0,4892,0.288,26,0,15.55769231
14302,4500,36 months,7.4,3 years,MORTGAGE,60000,Not Verified,Dec-09,car,124xx,NY,12.76,0,Jun-99,1,14,0,8432,0.204,33,0,10.53846154
14303,8000,36 months,11.11,6 years,RENT,46000,Source Verified,Feb-11,debt_consolidation,900xx,CA,16.83,1,Dec-80,1,16,0,8087,0.247,26,0,30.27197802
14304,3600,36 months,9.25,10+ years,MORTGAGE,97000,Not Verified,Dec-10,medical,305xx,GA,17.02,0,Jun-99,2,7,0,5211,0.42,27,0,11.54120879
14305,24000,36 months,9.91,4 years,RENT,120000,Verified,Dec-11,debt_consolidation,303xx,GA,14.17,0,Jan-99,0,10,0,27994,0.477,18,0,12.95879121
14306,10750,36 months,10.25,3 years,RENT,24960,Verified,Mar-10,debt_consolidation,840xx,UT,20.24,0,Aug-97,0,5,0,18465,0.496,7,0,12.62362637
14307,5000,36 months,7.88,5 years,MORTGAGE,95000,Source Verified,Sep-10,major_purchase,338xx,FL,12.91,0,Jun-95,0,8,0,33946,0.013,20,0,15.30494505
14308,6000,36 months,6.03,10+ years,RENT,41000,Not Verified,Oct-11,debt_consolidation,107xx,NY,16.27,0,Dec-99,0,7,0,6808,0.235,13,0,11.87362637
14309,15000,60 months,20.11,6 years,MORTGAGE,75000,Verified,Jan-11,home_improvement,850xx,AZ,4.58,1,Oct-01,0,4,0,3573,0.76,21,0,9.282967033
14310,3000,36 months,11.11,6 years,RENT,43000,Source Verified,Apr-11,vacation,931xx,CA,1.81,0,Jul-03,0,3,0,1820,0.704,4,1,7.777472527
14311,12000,60 months,8.9,4 years,MORTGAGE,118392,Verified,Nov-11,car,926xx,CA,9.75,0,Mar-95,0,9,0,2787,0.039,24,0,16.72802198
14312,30000,60 months,20.3,< 1 year,MORTGAGE,525000,Verified,Dec-11,other,335xx,FL,8.5,0,Sep-00,0,14,0,37725,0.75,42,1,11.28571429
14313,1200,36 months,8.32,3 years,RENT,33000,Not Verified,Mar-08,wedding,600xx,IL,3.42,0,Apr-02,1,8,0,6685,0.192,9,0,5.936813187
14314,5000,36 months,13.98,3 years,RENT,98000,Source Verified,Sep-10,debt_consolidation,073xx,NJ,16.11,0,May-00,2,4,1,0,0,9,0,10.37087912
14315,17250,36 months,19.42,4 years,RENT,60000,Verified,Dec-11,credit_card,303xx,GA,4.08,0,Jan-07,3,3,0,14981,0.72,6,0,4.931318681
14316,25000,36 months,15.31,10+ years,MORTGAGE,70000,Verified,Oct-09,debt_consolidation,720xx,AR,20.45,0,Sep-92,0,11,0,24105,0.846,33,0,17.14010989
14317,8000,36 months,8.49,1 year,MORTGAGE,96000,Source Verified,Jun-11,home_improvement,060xx,CT,15.81,0,Mar-95,2,16,0,41859,0.298,40,1,16.30769231
14318,1500,36 months,15.23,2 years,RENT,36000,Source Verified,Sep-11,moving,290xx,SC,20.33,0,Sep-07,1,6,0,2054,0.541,7,0,4.013736264
14319,11500,36 months,14.79,3 years,RENT,63000,Source Verified,Aug-11,debt_consolidation,850xx,AZ,22.95,0,Oct-99,1,6,0,1175,0.618,29,0,11.87362637
14320,8000,36 months,6.03,10+ years,MORTGAGE,53000,Verified,Nov-11,debt_consolidation,754xx,TX,3.6,0,Oct-96,0,10,0,13074,0.371,32,0,15.13461538
14321,21250,60 months,15.58,10+ years,MORTGAGE,65000,Verified,Oct-10,credit_card,852xx,AZ,19.86,0,May-00,2,11,0,13909,0.577,19,0,10.4532967
14322,16000,60 months,13.49,3 years,RENT,52000,Not Verified,Aug-11,debt_consolidation,113xx,NY,6.76,0,Mar-95,0,5,0,6038,0.461,29,0,16.47527473
14323,2950,60 months,15.95,< 1 year,MORTGAGE,88200,Not Verified,Dec-10,other,703xx,LA,21.06,0,May-01,5,8,0,673,0.044,27,0,9.618131868
14324,9600,60 months,15.28,5 years,RENT,42000,Source Verified,Mar-11,car,775xx,TX,5.2,1,Oct-96,2,8,0,5569,0.733,21,0,14.46153846
14325,3600,36 months,14.72,10+ years,MORTGAGE,83137,Source Verified,Aug-10,other,080xx,NJ,17.6,0,Jan-00,2,24,0,9337,0.486,54,0,10.61813187
14326,5000,36 months,9.91,10+ years,RENT,53000,Source Verified,Nov-11,medical,278xx,NC,17.32,0,Apr-88,1,7,0,15647,0.811,26,0,23.66483516
14327,14500,60 months,16.82,7 years,RENT,32000,Source Verified,Oct-10,debt_consolidation,631xx,MO,18.71,0,Nov-02,0,6,0,20186,0.93,10,1,7.942307692
14328,3000,36 months,11.99,3 years,MORTGAGE,50496,Not Verified,Sep-11,other,297xx,SC,21.36,0,Apr-06,3,8,0,8922,0.628,14,0,5.436813187
14329,14400,36 months,10.75,2 years,RENT,31800,Source Verified,Aug-10,debt_consolidation,331xx,FL,19.47,0,Apr-04,0,11,0,12727,0.385,13,0,6.354395604
14330,17000,36 months,13.79,3 years,RENT,50000,Verified,May-09,debt_consolidation,104xx,NY,16,0,Jul-00,2,9,0,17613,0.766,20,0,8.862637363
14331,32000,60 months,20.99,10+ years,RENT,148500,Verified,Sep-11,debt_consolidation,108xx,NY,10.85,0,Dec-87,1,9,0,47058,0.82,30,0,23.83241758
14332,5000,36 months,11.78,10+ years,RENT,75000,Not Verified,Nov-08,debt_consolidation,117xx,NY,1.84,0,Jan-94,1,7,0,5104,0.444,13,0,14.88461538
14333,8000,36 months,12.42,4 years,RENT,20000,Source Verified,Oct-11,car,923xx,CA,4.74,0,Sep-06,1,6,0,1744,0.134,8,0,5.098901099
14334,17000,36 months,16.77,< 1 year,RENT,90000,Source Verified,Nov-11,credit_card,770xx,TX,15.41,1,Jul-01,1,12,0,15341,0.816,39,0,10.37087912
14335,7400,60 months,11.12,3 years,RENT,21636,Not Verified,Jul-10,debt_consolidation,975xx,OR,20.19,0,Apr-00,0,8,0,2267,0.17,16,0,10.28296703
14336,30000,60 months,10.99,4 years,MORTGAGE,249996,Source Verified,May-11,debt_consolidation,079xx,NJ,1.34,0,Apr-00,0,6,0,1592,0.177,16,0,11.11813187
14337,1500,36 months,7.49,2 years,RENT,32000,Not Verified,Aug-11,major_purchase,805xx,CO,18.53,0,Jun-98,0,4,0,5856,0.532,10,0,13.21153846
14338,25000,36 months,12.87,6 years,OWN,157500,Verified,Jan-10,debt_consolidation,200xx,DC,16.42,0,Apr-90,1,9,0,47643,0.826,35,0,19.82142857
14339,13200,36 months,9.99,10+ years,MORTGAGE,54000,Not Verified,Dec-10,debt_consolidation,980xx,WA,12.62,0,Nov-95,0,10,0,13167,0.247,35,0,15.13461538
14340,4200,36 months,5.99,1 year,MORTGAGE,67000,Not Verified,Aug-11,credit_card,146xx,NY,8.38,0,Sep-99,2,11,0,5310,0.124,19,0,11.95604396
14341,7000,36 months,8.94,10+ years,OWN,149385,Not Verified,Oct-09,other,235xx,VA,1.24,0,May-99,0,7,0,1330,0.101,20,0,10.45604396
14342,12600,36 months,6.92,3 years,RENT,190000,Source Verified,Mar-11,renewable_energy,787xx,TX,12.63,0,Nov-95,0,15,0,20803,0.162,29,0,15.38186813
14343,13475,60 months,11.49,n/a,MORTGAGE,45000,Verified,Jun-11,major_purchase,325xx,FL,14.59,1,Mar-75,0,9,0,16910,0.568,45,0,36.37637363
14344,20000,60 months,15.27,8 years,RENT,75000,Verified,Nov-11,credit_card,010xx,MA,16.85,0,Mar-00,1,17,0,29712,0.274,29,1,11.70879121
14345,3300,36 months,13.06,6 years,MORTGAGE,20400,Source Verified,Apr-11,renewable_energy,410xx,KY,6.59,1,Jun-96,0,6,0,624,0.087,15,0,14.88186813
14346,8000,36 months,12.53,5 years,RENT,47004,Not Verified,Oct-09,debt_consolidation,802xx,CO,22.9,0,Sep-99,1,13,0,7013,0.548,21,0,10.11813187
14347,9200,60 months,11.49,1 year,MORTGAGE,94568,Verified,Oct-10,other,300xx,GA,4.15,1,Jul-96,1,9,0,5007,0.432,15,0,14.29945055
14348,12000,36 months,8.94,1 year,RENT,65000,Not Verified,Dec-09,other,064xx,CT,10.14,0,Sep-99,3,10,0,700,0.051,23,0,10.28571429
14349,18000,60 months,17.58,n/a,MORTGAGE,60000,Verified,Dec-11,debt_consolidation,363xx,AL,21.96,0,Mar-03,1,11,0,5945,0.837,28,0,8.782967033
14350,11000,36 months,15.68,10+ years,RENT,70000,Not Verified,Apr-09,home_improvement,967xx,HI,14.97,0,Dec-74,0,10,0,9649,0.505,14,1,34.45054945
14351,10000,36 months,9.91,4 years,RENT,24000,Source Verified,Oct-11,credit_card,919xx,CA,10.6,0,Apr-05,0,8,0,8302,0.444,15,1,6.521978022
14352,12875,36 months,15.31,< 1 year,RENT,50000,Verified,Oct-09,debt_consolidation,334xx,FL,24.17,0,May-00,0,20,0,6256,0.719,43,1,9.450549451
14353,6350,60 months,11.71,n/a,OWN,18816,Verified,Nov-11,debt_consolidation,304xx,GA,23.41,0,Nov-96,0,5,0,11148,0.296,9,1,15.04945055
14354,7750,36 months,6.62,3 years,MORTGAGE,70000,Not Verified,Nov-11,car,481xx,MI,20.38,0,Mar-99,1,12,0,19066,0.302,26,0,12.71428571
14355,9800,60 months,12.42,< 1 year,MORTGAGE,39996,Source Verified,Sep-11,major_purchase,989xx,WA,2.52,0,Dec-07,0,5,0,2960,0.144,5,0,3.763736264
14356,5500,36 months,16.07,10+ years,MORTGAGE,47245,Not Verified,Mar-10,other,346xx,FL,19.35,0,Feb-93,8,6,0,689,0.109,12,0,17.13461538
14357,1500,36 months,13.06,10+ years,MORTGAGE,35000,Not Verified,Mar-11,other,315xx,GA,18.58,0,Apr-98,2,9,0,2371,0.376,20,0,12.95879121
14358,9000,36 months,11.71,1 year,RENT,51000,Not Verified,Nov-11,debt_consolidation,907xx,CA,19.22,0,Sep-06,0,9,0,13997,0.633,16,1,5.184065934
14359,5000,60 months,13.8,10+ years,MORTGAGE,55000,Verified,Mar-11,credit_card,910xx,CA,15.36,0,Jul-73,2,13,0,21412,0.538,26,0,37.79395604
14360,3000,36 months,9.25,2 years,RENT,44000,Verified,Dec-10,home_improvement,117xx,NY,11.4,1,Aug-99,0,4,0,1306,0.816,12,0,11.37362637
14361,14000,36 months,6.91,10+ years,RENT,52000,Not Verified,Nov-10,debt_consolidation,194xx,PA,16.43,2,Nov-96,1,10,0,13216,0.382,28,0,14.0467033
14362,16000,60 months,6.54,8 years,MORTGAGE,91985.28,Not Verified,Oct-10,other,950xx,CA,6.51,1,Apr-95,1,7,0,2416,0.094,18,0,15.55494505
14363,6000,36 months,7.51,8 years,MORTGAGE,117000,Source Verified,Oct-10,home_improvement,200xx,DC,22.5,0,Nov-92,1,14,0,1034,0.05,41,0,17.97527473
14364,7000,36 months,14.93,2 years,MORTGAGE,26000,Not Verified,Nov-08,home_improvement,600xx,IL,11.77,0,Aug-05,1,6,0,12597,0.63,7,0,3.263736264
14365,1000,36 months,14.96,1 year,RENT,12240,Source Verified,Mar-10,educational,494xx,MI,20.98,0,May-06,3,4,0,5351,0.428,5,1,3.846153846
14366,5600,36 months,6.76,10+ years,MORTGAGE,35375,Not Verified,May-10,debt_consolidation,244xx,VA,4.07,0,Dec-94,0,11,0,4173,0.125,27,0,15.46703297
14367,7000,36 months,11.86,< 1 year,RENT,40800,Source Verified,Sep-10,credit_card,911xx,CA,12.03,0,Feb-05,1,8,0,6163,0.635,11,0,5.598901099
14368,10475,36 months,16.71,5 years,RENT,43000,Not Verified,Mar-08,debt_consolidation,484xx,MI,22.55,0,Jun-04,2,17,0,11967,0.849,18,1,3.760989011
14369,20000,60 months,15.57,< 1 year,RENT,45600,Verified,Nov-10,debt_consolidation,275xx,NC,13.97,1,Jul-90,1,15,0,23004,0.489,23,1,20.40659341
14370,19000,60 months,11.49,9 years,RENT,40000,Verified,Jun-10,debt_consolidation,076xx,NJ,21.12,0,Jun-98,0,12,0,21481,0.754,17,0,12.04120879
14371,20000,36 months,14.61,9 years,MORTGAGE,150000,Verified,Sep-09,credit_card,430xx,OH,16.8,0,Nov-91,7,13,0,41959,0.666,30,0,17.8956044
14372,16000,60 months,15.28,10+ years,MORTGAGE,36077.28,Not Verified,Mar-11,debt_consolidation,402xx,KY,15.33,0,Dec-92,0,10,1,11011,0.598,25,0,18.30769231
14373,14000,36 months,5.42,10+ years,RENT,148000,Verified,Aug-11,debt_consolidation,921xx,CA,3.29,0,Nov-97,0,6,0,19946,0.393,15,0,13.79395604
14374,10000,36 months,15.96,6 years,RENT,91000,Verified,Nov-11,credit_card,331xx,FL,10.25,0,Nov-03,2,6,0,15178,0.699,12,0,8.027472527
14375,22000,36 months,17.19,7 years,RENT,62000,Verified,Jul-10,debt_consolidation,021xx,MA,22.66,0,Jul-01,1,8,0,25076,0.916,18,0,9.03021978
14376,16775,36 months,14.27,4 years,MORTGAGE,140000,Source Verified,Nov-11,credit_card,606xx,IL,12.42,1,May-90,1,18,0,35088,0.53,36,0,21.57692308
14377,15000,36 months,10.99,5 years,MORTGAGE,39000,Source Verified,Jul-11,other,488xx,MI,7.72,0,Oct-84,0,8,0,8555,0.372,12,0,26.83791209
14378,7000,36 months,9.91,10+ years,MORTGAGE,66000,Verified,Dec-11,credit_card,786xx,TX,16.78,0,Jul-00,2,6,0,20622,0.663,11,0,11.45604396
14379,7500,36 months,14.72,n/a,MORTGAGE,34400,Not Verified,Jun-10,home_improvement,606xx,IL,12.87,0,Nov-91,0,6,1,4430,0.554,14,0,18.6456044
14380,16000,60 months,18.64,< 1 year,RENT,55000,Source Verified,Dec-11,credit_card,602xx,IL,19.03,0,Aug-99,2,11,0,15065,0.819,27,0,12.37637363
14381,12000,36 months,14.96,2 years,RENT,34000,Not Verified,Feb-10,credit_card,334xx,FL,9.78,0,Mar-97,0,5,0,9261,0.955,13,0,12.96703297
14382,2000,36 months,14.18,2 years,RENT,36000,Not Verified,Mar-08,credit_card,107xx,NY,17.17,0,Apr-06,3,5,0,5065,0.844,5,0,1.923076923
14383,8000,60 months,14.91,5 years,MORTGAGE,65000,Not Verified,Mar-11,car,338xx,FL,10.91,0,Jun-01,0,6,0,16539,0.84,17,0,9.78021978
14384,30000,60 months,12.42,5 years,MORTGAGE,115000,Source Verified,Nov-11,debt_consolidation,023xx,MA,12.07,0,Mar-98,0,7,0,31496,0.558,27,0,13.71703297
14385,14500,36 months,14.54,< 1 year,RENT,42000,Source Verified,Feb-11,debt_consolidation,907xx,CA,19.63,0,Mar-01,0,5,0,7022,0.957,16,0,9.956043956
14386,6000,36 months,11.89,10+ years,MORTGAGE,70000,Verified,Aug-09,debt_consolidation,956xx,CA,15.87,0,Apr-97,1,10,0,37138,0.734,45,1,12.37637363
14387,25000,60 months,17.8,10+ years,MORTGAGE,114000,Verified,Jan-11,debt_consolidation,913xx,CA,13.57,0,Mar-00,0,9,0,31681,0.89,25,0,10.87362637
14388,5500,60 months,16.82,< 1 year,OWN,28000,Not Verified,Jul-10,debt_consolidation,917xx,CA,21.6,0,May-01,0,8,0,12363,0.871,13,0,9.197802198
14389,7000,36 months,9.63,< 1 year,OWN,24000,Not Verified,Mar-09,debt_consolidation,321xx,FL,7.85,0,Jun-94,2,7,0,13197,0.22,11,0,14.79945055
14390,14500,60 months,10.75,1 year,MORTGAGE,47000,Not Verified,Sep-10,other,017xx,MA,6.59,0,May-95,0,16,0,42871,0.043,31,0,15.39010989
14391,28000,36 months,12.69,5 years,RENT,1.00E+05,Source Verified,Dec-11,credit_card,538xx,WI,12.35,0,Oct-00,0,7,0,5739,0.675,15,0,11.2032967
14392,15600,36 months,5.99,10+ years,MORTGAGE,86000,Not Verified,Jun-11,moving,336xx,FL,2.61,0,Apr-99,0,8,0,9363,0.364,26,0,12.20879121
14393,20000,36 months,15.28,5 years,OWN,90000,Verified,Feb-11,debt_consolidation,413xx,KY,19.43,3,Dec-92,0,9,1,4131,0.688,21,0,18.23076923
14394,35000,60 months,17.14,7 years,MORTGAGE,112000,Verified,Apr-11,debt_consolidation,770xx,TX,17.17,0,May-91,0,14,0,40275,0.782,26,0,19.98626374
14395,6000,36 months,8.32,< 1 year,RENT,40000,Not Verified,May-08,debt_consolidation,752xx,TX,2.82,0,Aug-02,0,8,0,4712,0.253,11,0,5.769230769
14396,8000,36 months,13.17,1 year,RENT,55161.6,Not Verified,Aug-08,credit_card,752xx,TX,10.81,0,Oct-00,1,6,0,6413,0.812,17,0,7.85989011
14397,14000,36 months,7.51,5 years,RENT,36000,Verified,Oct-10,credit_card,322xx,FL,22.67,0,Dec-01,1,7,0,2378,0.058,16,0,8.862637363
